,Date,Traffic_volume
0,2015-10-27,3713.1428571428573
1,2015-10-28,3594.682926829268
2,2015-10-29,3368.409090909091
3,2015-10-30,3750.5
4,2015-10-31,2711.9565217391305
5,2015-11-01,2306.0
6,2015-11-02,3543.3076923076924
7,2015-11-03,3553.4375
8,2015-11-04,3889.6666666666665
9,2015-11-05,4066.285714285714
10,2015-11-06,3943.846153846154
11,2015-11-07,2827.4615384615386
12,2015-11-08,2271.3076923076924
13,2015-11-09,3216.285714285714
14,2015-11-10,3665.0
15,2015-11-11,2993.5
16,2015-11-12,2949.05
17,2015-11-13,3380.6153846153848
18,2015-11-14,3012.0714285714284
19,2015-11-15,2159.0588235294117
20,2015-11-16,3279.6
21,2015-11-17,3633.3823529411766
22,2015-11-18,3421.36
23,2015-11-19,2795.470588235294
24,2015-11-20,3380.9285714285716
25,2015-11-21,3145.4615384615386
26,2015-11-22,2341.785714285714
27,2015-11-23,3446.3076923076924
28,2015-11-24,3350.0
29,2015-11-25,3450.076923076923
30,2015-11-26,2016.6363636363637
31,2015-11-27,2716.846153846154
32,2015-11-28,2810.214285714286
33,2015-11-29,2560.846153846154
34,2015-11-30,3031.8333333333335
35,2015-12-01,3221.1304347826085
36,2015-12-02,3263.6315789473683
37,2015-12-03,3792.0
38,2015-12-04,3879.846153846154
39,2015-12-05,3030.3846153846152
40,2015-12-06,2482.95
41,2015-12-07,2781.0
42,2015-12-08,3826.277777777778
43,2015-12-09,2939.0555555555557
44,2015-12-10,3996.125
45,2015-12-11,3839.0714285714284
46,2015-12-12,3093.294117647059
47,2015-12-13,2290.7391304347825
48,2015-12-14,3961.1739130434785
49,2015-12-15,4143.235294117647
50,2015-12-16,3767.9444444444443
51,2015-12-17,3894.5
52,2015-12-18,3794.076923076923
53,2015-12-19,2774.733333333333
54,2015-12-20,2200.777777777778
55,2015-12-21,3256.0666666666666
56,2015-12-22,3828.769230769231
57,2015-12-23,4083.7083333333335
58,2015-12-24,2600.6428571428573
59,2015-12-25,1559.25
60,2015-12-26,1478.148148148148
61,2015-12-27,2256.8947368421054
62,2015-12-28,2666.9523809523807
63,2015-12-29,2360.1724137931033
64,2015-12-30,3227.470588235294
65,2015-12-31,3560.230769230769
66,2016-01-01,1815.2105263157894
67,2016-01-02,2278.777777777778
68,2016-01-03,2202.153846153846
69,2016-01-04,3899.5714285714284
70,2016-01-05,3595.294117647059
71,2016-01-06,3093.6363636363635
72,2016-01-07,3209.34375
73,2016-01-08,3017.3030303030305
74,2016-01-09,2877.875
75,2016-01-10,2315.9333333333334
76,2016-01-11,2918.695652173913
77,2016-01-12,2976.8125
78,2016-01-13,3210.9375
79,2016-01-14,3793.1428571428573
80,2016-01-15,3233.2105263157896
81,2016-01-16,2848.3888888888887
82,2016-01-17,2006.0588235294117
83,2016-01-18,3087.0714285714284
84,2016-01-19,3502.5384615384614
85,2016-01-20,3613.4074074074074
86,2016-01-21,3769.5666666666666
87,2016-01-22,3897.3333333333335
88,2016-01-23,2902.875
89,2016-01-24,2557.1304347826085
90,2016-01-25,3732.5714285714284
91,2016-01-26,3291.6
92,2016-01-27,3359.875
93,2016-01-28,3646.222222222222
94,2016-01-29,3570.782608695652
95,2016-01-30,2733.4166666666665
96,2016-01-31,2287.0
97,2016-02-01,3950.269230769231
98,2016-02-02,2463.4827586206898
99,2016-02-03,2540.3076923076924
100,2016-02-04,3436.909090909091
101,2016-02-05,3854.9032258064517
102,2016-02-06,2748.064516129032
103,2016-02-07,2296.3333333333335
104,2016-02-08,3667.375
105,2016-02-09,3793.681818181818
106,2016-02-10,3371.1666666666665
107,2016-02-11,3443.2105263157896
108,2016-02-12,3878.9444444444443
109,2016-02-13,2721.55
110,2016-02-14,2264.8260869565215
111,2016-02-15,3098.8260869565215
112,2016-02-16,2853.464285714286
113,2016-02-17,3051.5
114,2016-02-18,3495.714285714286
115,2016-02-19,4216.75
116,2016-02-20,3085.785714285714
117,2016-02-21,2564.2
118,2016-02-22,3214.8333333333335
119,2016-02-23,3997.21875
120,2016-02-24,3100.0666666666666
121,2016-02-25,3893.0
122,2016-02-26,3795.0
123,2016-02-27,2969.0
124,2016-02-28,2778.1428571428573
125,2016-02-29,3670.923076923077
126,2016-03-01,3871.5714285714284
127,2016-03-02,3482.769230769231
128,2016-03-03,3975.181818181818
129,2016-03-04,4238.736842105263
130,2016-03-05,2979.923076923077
131,2016-03-06,2208.9333333333334
132,2016-03-07,3848.3125
133,2016-03-08,3666.8333333333335
134,2016-03-09,3972.35
135,2016-03-10,3753.8571428571427
136,2016-03-11,3843.8
137,2016-03-12,3265.0
138,2016-03-13,2284.409090909091
139,2016-03-14,3186.264705882353
140,2016-03-15,3979.294117647059
141,2016-03-16,3287.9545454545455
142,2016-03-17,3309.689655172414
143,2016-03-18,3488.875
144,2016-03-19,2493.9565217391305
145,2016-03-20,2721.1428571428573
146,2016-03-21,3294.0
147,2016-03-22,3678.375
148,2016-03-23,3680.5652173913045
149,2016-03-24,3486.5625
150,2016-03-25,3490.8888888888887
151,2016-03-26,2506.3076923076924
152,2016-03-27,1462.9655172413793
153,2016-03-28,3050.315789473684
154,2016-03-29,3919.5882352941176
155,2016-03-30,3902.185185185185
156,2016-03-31,4192.789473684211
157,2016-04-01,4205.555555555556
158,2016-04-02,3096.75
159,2016-04-03,2686.214285714286
160,2016-04-04,3485.5882352941176
161,2016-04-05,4116.615384615385
162,2016-04-06,3524.846153846154
163,2016-04-07,4124.59375
164,2016-04-08,3917.4074074074074
165,2016-04-09,2957.4285714285716
166,2016-04-10,2551.5555555555557
167,2016-04-11,3371.235294117647
168,2016-04-12,3861.705882352941
169,2016-04-13,3265.904761904762
170,2016-04-14,4011.8636363636365
171,2016-04-15,3769.1428571428573
172,2016-04-16,3009.0
173,2016-04-17,2400.45
174,2016-04-18,3663.52
175,2016-04-19,3435.0588235294117
176,2016-04-20,3876.5263157894738
177,2016-04-21,3731.4634146341464
178,2016-04-22,3940.5238095238096
179,2016-04-23,2956.0
180,2016-04-24,2829.7166666666667
181,2016-04-25,3367.061224489796
182,2016-04-26,3623.0
183,2016-04-27,3839.8571428571427
184,2016-04-28,3747.6382978723404
185,2016-04-29,3419.266666666667
186,2016-04-30,3125.0833333333335
187,2016-05-01,2659.9583333333335
188,2016-05-02,3454.7916666666665
189,2016-05-03,3683.75
190,2016-05-04,3817.25
191,2016-05-05,3959.7083333333335
192,2016-05-06,3831.0
193,2016-05-07,2627.121212121212
194,2016-05-08,2743.25
195,2016-05-09,3291.1875
196,2016-05-10,3633.1521739130435
197,2016-05-11,3910.875
198,2016-05-12,3387.5333333333333
199,2016-05-13,4126.59375
200,2016-05-14,2810.5416666666665
201,2016-05-15,2681.9583333333335
202,2016-05-16,3432.608695652174
203,2016-05-17,3628.1666666666665
204,2016-05-18,3617.0416666666665
205,2016-05-19,3724.1666666666665
206,2016-05-20,3843.4583333333335
207,2016-05-21,3080.9583333333335
208,2016-05-22,2601.9583333333335
209,2016-05-23,3522.7586206896553
210,2016-05-24,3679.3703703703704
211,2016-05-25,3884.344827586207
212,2016-05-26,3236.09375
213,2016-05-27,4044.7368421052633
214,2016-05-28,2663.777777777778
215,2016-05-29,2094.6774193548385
216,2016-05-30,1858.96875
217,2016-05-31,3660.464285714286
218,2016-06-01,3717.0416666666665
219,2016-06-02,3744.2083333333335
220,2016-06-03,4149.75
221,2016-06-04,3109.09375
222,2016-06-05,2728.0
223,2016-06-06,3645.64
224,2016-06-07,3774.2916666666665
225,2016-06-08,3889.5416666666665
226,2016-06-09,3798.4583333333335
227,2016-06-10,3838.375
228,2016-06-11,2862.1666666666665
229,2016-06-12,2581.375
230,2016-06-13,3563.75
231,2016-06-14,3614.7083333333335
232,2016-06-15,3834.9583333333335
233,2016-06-16,3926.375
234,2016-06-17,3884.125
235,2016-06-18,3433.7083333333335
236,2016-06-19,3009.0
237,2016-06-20,3646.5
238,2016-06-21,3772.5416666666665
239,2016-06-22,3864.7916666666665
240,2016-06-23,3973.3333333333335
241,2016-06-24,3979.1923076923076
242,2016-06-25,2899.92
243,2016-06-26,2547.625
244,2016-06-27,3287.2083333333335
245,2016-06-28,3441.125
246,2016-06-29,3427.5
247,2016-06-30,3396.04
248,2016-07-01,3314.8333333333335
249,2016-07-02,2350.0416666666665
250,2016-07-03,2148.0
251,2016-07-04,1944.9166666666667
252,2016-07-05,3098.9142857142856
253,2016-07-06,3500.0
254,2016-07-07,3270.1785714285716
255,2016-07-08,3336.5
256,2016-07-09,1893.3793103448277
257,2016-07-10,2288.212121212121
258,2016-07-11,3108.92
259,2016-07-12,3124.5
260,2016-07-13,3372.375
261,2016-07-14,3476.9166666666665
262,2016-07-15,3478.875
263,2016-07-16,2714.75
264,2016-07-17,2388.3333333333335
265,2016-07-18,3210.7083333333335
266,2016-07-19,3261.0
267,2016-07-20,3389.125
268,2016-07-21,3414.7586206896553
269,2016-07-22,2718.9333333333334
270,2016-07-23,192.94285714285715
271,2016-07-24,825.3333333333334
272,2016-07-25,3286.875
273,2016-07-26,3344.5
274,2016-07-27,3790.285714285714
275,2016-07-28,3420.6666666666665
276,2016-07-29,3195.6666666666665
277,2016-07-30,2225.125
278,2016-07-31,2137.9166666666665
279,2016-08-01,3288.7083333333335
280,2016-08-02,3485.25
281,2016-08-03,3421.1428571428573
282,2016-08-04,3495.9583333333335
283,2016-08-05,3599.5416666666665
284,2016-08-06,3132.4583333333335
285,2016-08-07,2828.875
286,2016-08-08,3329.25
287,2016-08-09,3456.875
288,2016-08-10,3363.0
289,2016-08-11,3552.7916666666665
290,2016-08-12,3434.875
291,2016-08-13,2652.0416666666665
292,2016-08-14,2446.0416666666665
293,2016-08-15,3281.125
294,2016-08-16,3326.25
295,2016-08-17,3441.2083333333335
296,2016-08-18,3422.4583333333335
297,2016-08-19,3559.0416666666665
298,2016-08-20,2915.5862068965516
299,2016-08-21,2467.5833333333335
300,2016-08-22,3378.8333333333335
301,2016-08-23,2969.4545454545455
302,2016-08-24,2735.529411764706
303,2016-08-25,3612.0
304,2016-08-26,3609.4
305,2016-08-27,3015.125
306,2016-08-28,2246.818181818182
307,2016-08-29,3260.2
308,2016-08-30,2794.0967741935483
309,2016-08-31,3241.1428571428573
310,2016-09-01,3265.095238095238
311,2016-09-02,3493.0
312,2016-09-03,2621.7083333333335
313,2016-09-04,2469.1153846153848
314,2016-09-05,1868.35
315,2016-09-06,3096.1702127659573
316,2016-09-07,3617.909090909091
317,2016-09-08,3455.0833333333335
318,2016-09-09,3069.5666666666666
319,2016-09-10,3041.08
320,2016-09-11,2703.5416666666665
321,2016-09-12,3367.769230769231
322,2016-09-13,3472.2
323,2016-09-14,3484.75
324,2016-09-15,3539.0967741935483
325,2016-09-16,3101.814814814815
326,2016-09-17,2970.0833333333335
327,2016-09-18,2617.5
328,2016-09-19,3317.1666666666665
329,2016-09-20,3420.7391304347825
330,2016-09-21,3569.5833333333335
331,2016-09-22,3404.25
332,2016-09-23,3402.4583333333335
333,2016-09-24,2957.0
334,2016-09-25,2507.0833333333335
335,2016-09-26,3295.9583333333335
336,2016-09-27,3260.2916666666665
337,2016-09-28,3396.25
338,2016-09-29,3466.36
339,2016-09-30,3540.375
340,2016-10-01,2843.9166666666665
341,2016-10-02,2492.0833333333335
342,2016-10-03,3285.1666666666665
343,2016-10-04,3460.5833333333335
344,2016-10-05,3477.4583333333335
345,2016-10-06,3411.3333333333335
346,2016-10-07,3510.25
347,2016-10-08,3137.0
348,2016-10-09,2597.391304347826
349,2016-10-10,3237.782608695652
350,2016-10-11,3407.6666666666665
351,2016-10-12,3292.5833333333335
352,2016-10-13,3501.7916666666665
353,2016-10-14,3583.782608695652
354,2016-10-15,2677.5238095238096
355,2016-10-16,2562.6363636363635
356,2016-10-17,3331.4166666666665
357,2016-10-18,3462.7916666666665
358,2016-10-19,3396.0
359,2016-10-20,3678.684210526316
360,2016-10-21,3529.8695652173915
361,2016-10-22,2660.478260869565
362,2016-10-23,2533.9166666666665
363,2016-10-24,3234.875
364,2016-10-25,3293.5
365,2016-10-26,3300.2916666666665
366,2016-10-27,3517.5416666666665
367,2016-10-28,3575.6666666666665
368,2016-10-29,2775.2083333333335
369,2016-10-30,2202.875
370,2016-10-31,3225.125
371,2016-11-01,3491.125
372,2016-11-02,3282.72
373,2016-11-03,3721.16
374,2016-11-04,3683.769230769231
375,2016-11-05,2672.0
376,2016-11-06,2124.84
377,2016-11-07,3260.8333333333335
378,2016-11-08,3307.875
379,2016-11-09,3544.32
380,2016-11-10,3449.3333333333335
381,2016-11-11,3442.1666666666665
382,2016-11-12,2646.625
383,2016-11-13,2116.2916666666665
384,2016-11-14,3145.44
385,2016-11-15,2896.972972972973
386,2016-11-16,3020.8888888888887
387,2016-11-17,3617.6666666666665
388,2016-11-18,3652.9464285714284
389,2016-11-19,2710.3333333333335
390,2016-11-20,2231.5
391,2016-11-21,3265.6666666666665
392,2016-11-22,3273.8076923076924
393,2016-11-23,3074.8627450980393
394,2016-11-24,2219.190476190476
395,2016-11-25,2011.3
396,2016-11-26,1936.157894736842
397,2016-11-27,2014.4727272727273
398,2016-11-28,2935.7843137254904
399,2016-11-29,2869.948717948718
400,2016-11-30,3125.2131147540986
401,2016-12-01,3225.5862068965516
402,2016-12-02,3857.9583333333335
403,2016-12-03,3043.08
404,2016-12-04,2281.5526315789475
405,2016-12-05,3769.0666666666666
406,2016-12-06,3614.375
407,2016-12-07,3915.0384615384614
408,2016-12-08,3450.535714285714
409,2016-12-09,4016.3703703703704
410,2016-12-10,2875.7741935483873
411,2016-12-11,1904.8653846153845
412,2016-12-12,3556.9736842105262
413,2016-12-13,3639.2916666666665
